,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
128,32842551,"32078935, 32079103",0.014681925414196583,0.01105876149982763,0.005353630261530246,0.36464088397790057,32.9730308392657,0.005191266350016388,1.5565075145089668,0.9841209751270465
125,"32078935, 32079103",32842551,0.01105876149982763,0.014681925414196583,0.005353630261530246,0.4841075794621027,32.9730308392657,0.005191266350016388,1.9099293483677422,0.9805154711136216
114,31618300,34129942,0.01655434407889845,0.015614754929463218,0.008456302344917094,0.5108207431604738,32.71397761079264,0.008197810319107084,2.012320087794445,0.9857504791284095
115,34129942,31618300,0.015614754929463218,0.01655434407889845,0.008456302344917094,0.5415584415584416,32.71397761079264,0.008197810319107084,2.145193073822233,0.9848095868721739
80,32078970,32078795,0.012525602114413567,0.013269161872959435,0.005380668798204641,0.4295736643281166,32.37383554748273,0.0052144645561922045,1.7298129073315103,0.9814035282103131
81,32078795,32078970,0.013269161872959435,0.012525602114413567,0.005380668798204641,0.4055017829852267,32.37383554748272,0.0052144645561922045,1.6610216307192858,0.9821430735273088
76,32078970,32079103,0.012525602114413567,0.018899937135402233,0.007469395756301669,0.5963302752293578,31.55197136144689,0.0072326626637561914,2.430452428460026,0.9805887234531029
77,32079103,32078970,0.018899937135402233,0.012525602114413567,0.007469395756301669,0.3952074391988555,31.55197136144689,0.0072326626637561914,1.6327489157232995,0.9869597362352683
21,32078935,32079082,0.01733846164245591,0.01801442505931579,0.009808229178636852,0.5656920077972709,31.402168314260738,0.009495886760735008,2.2610350087278768,0.9852375690813082
20,32079082,32078935,0.01801442505931579,0.01733846164245591,0.009808229178636852,0.5444652908067542,31.402168314260738,0.009495886760735008,2.1571606258013634,0.9859157710535268
103,35609252,35609266,0.011302108329897186,0.015276773221033277,0.005198158675652474,0.4599282296650718,30.10637279290342,0.005025498929777083,1.8233191973138785,0.977836050025345
102,35609266,35609252,0.015276773221033277,0.011302108329897186,0.005198158675652474,0.3402654867256637,30.106372792903414,0.005025498929777083,1.498629936401363,0.9817829160193928
97,34129942,31618475,0.015614754929463218,0.012579679187762358,0.005718650506634581,0.36623376623376624,29.11312448969623,0.005522221899026403,1.5580197684947192,0.9809688182774539
96,31618475,34129942,0.012579679187762358,0.015614754929463218,0.005718650506634581,0.45459430413756047,29.113124489696226,0.005522221899026403,1.8048679222426294,0.9779535727928665
123,32842551,32079082,0.014681925414196583,0.01801442505931579,0.007685704049696831,0.5234806629834254,29.058971422055915,0.007421217604596323,2.060746539875523,0.9799751416125297
122,32079082,32842551,0.01801442505931579,0.014681925414196583,0.007685704049696831,0.42664165103189494,29.05897142205591,0.007421217604596323,1.7185030554785117,0.9833008185827304
3,34129942,31618321,0.015614754929463218,0.012059187356780252,0.005421226603216234,0.3471861471861472,28.790177722128394,0.00523292534799163,1.5133576108792028,0.9805774075869403
2,31618321,34129942,0.012059187356780252,0.015614754929463218,0.005421226603216234,0.4495515695067265,28.790177722128394,0.00523292534799163,1.788333276177024,0.9770483406749321
34,32078795,32842551,0.013269161872959435,0.014681925414196583,0.005421226603216234,0.40855832908813045,27.8272990471044,0.005226409758288543,1.6659598453160487,0.9770284135250813
35,32842551,32078795,0.014681925414196583,0.013269161872959435,0.005421226603216234,0.3692449355432781,27.827299047104397,0.005226409758288543,1.5643645112495854,0.9784292912284172
78,32078970,32079082,0.012525602114413567,0.01801442505931579,0.006272940508459682,0.500809498111171,27.800470815036515,0.006047298987846771,1.967155967962257,0.9762576004334776
79,32079082,32078970,0.01801442505931579,0.012525602114413567,0.006272940508459682,0.34821763602251404,27.800470815036515,0.006047298987846771,1.515037000785888,0.9817144067798621
98,31618475,31618300,0.012579679187762358,0.01655434407889845,0.0051373219681350845,0.40838259000537347,24.669209970447096,0.004929073630458709,1.6623000596450228,0.9716871516773532
99,31618300,31618475,0.01655434407889845,0.012579679187762358,0.0051373219681350845,0.31033074724377296,24.669209970447096,0.004929073630458709,1.4317302342623859,0.9756142937453334
121,32078935,32842551,0.01733846164245591,0.014681925414196583,0.005786246848320569,0.33372319688109164,22.73020652716301,0.005531684847689123,1.4788419317218173,0.9728738144177195
120,32842551,32078935,0.014681925414196583,0.01733846164245591,0.005786246848320569,0.3941068139963168,22.73020652716301,0.005531684847689123,1.6218395602679225,0.9702508294140069
17,32079103,33700716,0.018899937135402233,0.24990367521309748,0.005022408187268905,0.2657367668097282,1.0633567776989656,0.00029924443583538574,1.0215632362903944,0.06072964941512341
16,33700716,32079103,0.24990367521309748,0.018899937135402233,0.005022408187268905,0.020097376251014334,1.0633567776989654,0.00029924443583538574,1.0012219980706152,0.0794322820817038
